pkg,return_code,github_url,homepage,earliest_release,gh_url_check,github
pymispgalaxies,200.0,https://github.com/MISP/PyMISPGalaxies,https://github.com/MISP/PyMISPGalaxies,2023-04-25T19:01:54,1.0,https://github.com/MISP/PyMISPGalaxies
vector2dggs,200.0,https://github.com/manaakiwhenua/vector2dggs,https://github.com/manaakiwhenua/vector2dggs,2023-04-26T23:01:49,1.0,https://github.com/manaakiwhenua/vector2dggs
yt5,200.0,https://github.com/Simatwa/yt5,https://github.com/Simatwa/yt5,2023-04-23T20:53:51,1.0,https://github.com/Simatwa/yt5
autora-runner-experimentation-manager-firebase,200.0,https://github.com/AutoResearch/autora-theorist-template,,2023-04-27T22:11:52,,
gweaver,200.0,https://github.com/iamr2k/gWeaver,https://github.com/iamr2k/gWeaver,2023-04-23T18:20:53,,
donpeterlibs,200.0,https://github.com,https://github.com,2023-04-27T03:39:45,0.0,
astras,200.0,https://github.com/Harsh502s/Astras,https://github.com/Harsh502s/Astras,2023-04-24T10:30:25,,
azure-keyvault-stuff,200.0,https://github.com/george-oconnor/azure-keyvault-stuff,https://github.com/george-oconnor/azure-keyvault-stuff,2023-04-28T13:04:59,1.0,https://github.com/george-oconnor/azure-keyvault-stuff
autoscale-queue-rq,200.0,https://github.com/autoscale-app/python-queue-rq,https://autoscale.app,2023-04-23T13:49:19,1.0,https://github.com/autoscale-app/python-queue-rq
grn-stability-selection,200.0,https://github.com/soelmicheletti/grn-stability-selection,https://github.com/soelmicheletti/grn-stability-selection,2023-04-26T09:38:25,1.0,https://github.com/soelmicheletti/grn-stability-selection
tpot2,200.0,https://github.com/EpistasisLab/tpot2,https://github.com/EpistasisLab/tpot2,2023-04-27T23:14:52,1.0,https://github.com/EpistasisLab/tpot2
we-factor-quad,200.0,,http://192.168.1.7:10600/xiazeyu/we_factor_quad.git,2023-04-24T07:15:43,0.0,
pyside6-live-coding,200.0,https://github.com/machinekoder/pyside6-live-coding/,https://github.com/machinekoder/pyside6-live-coding/,2023-04-23T22:34:22,0.0,
rds-core,200.0,https://github.com/lais-huol/rds-cep-python,https://github.com/lais-huol/rds-cep-python,2023-04-25T02:40:11,1.0,https://github.com/lais-huol/rds-cep-python
toml-tools,200.0,https://github.com/JamesParrott/toml_tools,,2023-04-25T16:18:25,1.0,https://github.com/JamesParrott/toml_tools
sqlite-database,200.0,https://github.com/RimuEirnarn/sqlite_database,https://github.com/RimuEirnarn/sqlite_database,2023-04-24T04:50:44,1.0,https://github.com/RimuEirnarn/sqlite_database
meural-photo-prep,200.0,https://github.com/ironScripter/meural-photo-prep/,https://github.com/ironScripter/meural-photo-prep/,2023-04-27T00:49:34,0.0,
cashman,200.0,https://github.com/LordUbuntu/cash-man,https://github.com/LordUbuntu/cash-man,2023-04-26T02:11:01,1.0,https://github.com/LordUbuntu/cash-man
imshowtk,200.0,https://github.com/SciKit-Surgery/imshowTk,https://github.com/SciKit-Surgery/imshowTk,2023-04-27T14:06:49,1.0,https://github.com/SciKit-Surgery/imshowTk
mpm-msftool,200.0,https://github.com/santiago046/mpm-msftool,https://github.com/santiago046/mpm-msftool,2023-04-28T11:41:38,1.0,https://github.com/santiago046/mpm-msftool
echoss-fileformat,200.0,https://github.com/12cmlab/echoss_fileformat.git,https://github.com/12cmlab/echoss_fileformat.git,2023-04-25T03:42:09,,
start-html-tag-helpers,200.0,https://github.com/justmars/start-html-tag-helpers,https://mv3.dev,2023-04-24T22:07:20,1.0,https://github.com/justmars/start-html-tag-helpers
cpp-payment-pkg,200.0,https://github.com/gauravs30/Payment-Library-CPP,https://github.com/gauravs30/Payment-Library-CPP,2023-04-23T22:18:59,,
nonebot-desktop-tk,200.0,https://github.com/nonedesktop/nonebot-desktop-tk,,2023-04-25T17:42:27,1.0,https://github.com/nonedesktop/nonebot-desktop-tk
pyfx-tool,200.0,https://github.com/archeraldrich/pyfx,https://github.com/archeraldrich/pyfx,2023-04-25T09:35:55,1.0,https://github.com/archeraldrich/pyfx
sam-publish,200.0,https://github.com/peterjdavis/sam-publish,https://github.com/peterjdavis/sam-publish,2023-04-27T15:06:21,1.0,https://github.com/peterjdavis/sam-publish
business-common,200.0,,http://192.168.14.111/investoday-open/pypi/business-common,2023-04-27T09:22:18,0.0,
mindspore-rec,200.0,,https://gitee.com/mindspore/recommender,2023-04-24T08:25:26,0.0,
dmrcot,200.0,https://github.com/snstac/dmrcot,https://github.com/snstac/dmrcot,2023-04-26T04:21:37,,
fuzzyfiles,200.0,https://github.com/hansalemaos/fuzzyfiles,https://github.com/hansalemaos/fuzzyfiles,2023-04-26T03:24:08,1.0,https://github.com/hansalemaos/fuzzyfiles
encoded-core,200.0,https://github.com/smaht-dac/encoded-core,https://github.com/smaht-dac/encoded-core,2023-04-28T15:28:43,1.0,https://github.com/smaht-dac/encoded-core
pb-graphene,200.0,https://github.com/gpabois/pb-graphene,https://github.com/gpabois/pb-graphene,2023-04-24T12:39:53,1.0,https://github.com/gpabois/pb-graphene
app-config-builder,200.0,https://github.com/py-art/app-config-builder,https://github.com/py-art/app-config-builder,2023-04-24T04:28:28,,
tremendousclient,200.0,https://github.com/blueromans/Tremendous.git,https://github.com/blueromans/Tremendous.git,2023-04-26T18:49:32,,
pollstats,200.0,https://github.com/Vijayanand-debug/pollstats,https://github.com/Vijayanand-debug/pollstats,2023-04-27T09:56:41,1.0,https://github.com/Vijayanand-debug/pollstats
dendromatics,200.0,https://github.com/3DFIN/dendromatics,,2023-04-27T09:52:06,1.0,https://github.com/3DFIN/dendromatics
locate-pixelcolor-cythonsingle,200.0,https://github.com/hansalemaos/locate_pixelcolor_cythonsingle,https://github.com/hansalemaos/locate_pixelcolor_cythonsingle,2023-04-27T18:00:06,1.0,https://github.com/hansalemaos/locate_pixelcolor_cythonsingle
django-ns-ratelimit,200.0,https://github.com/shaileshkumar123/django-ns-ratelimit,https://github.com/shaileshkumar123/django-ns-ratelimit,2023-04-26T10:35:44,1.0,https://github.com/shaileshkumar123/django-ns-ratelimit
pmkoalas,200.0,https://github.com/AdamBanham/koalas,,2023-04-24T04:31:52,1.0,https://github.com/AdamBanham/koalas
simplekml2,200.0,,http://code.google.com/p/simplekml/,2023-04-25T12:44:31,0.0,
pyqea,200.0,https://github.com/ferwanguer/PyQEA,https://github.com/ferwanguer/PyQEA,2023-04-25T11:26:29,1.0,https://github.com/ferwanguer/PyQEA
agvis,200.0,https://github.com/CURENT/agvis,https://github.com/CURENT/agvis,2023-04-26T18:44:23,1.0,https://github.com/CURENT/agvis
serums,200.0,https://github.com/drjdlarson/serums,,2023-04-26T13:44:17,1.0,https://github.com/drjdlarson/serums
autora-workflow,200.0,https://github.com/AutoResearch/autora-workflow,,2023-04-27T23:27:18,1.0,https://github.com/AutoResearch/autora-workflow
boston,200.0,https://github.com/dltpdn/boston,https://github.com/dltpdn/boston,2023-04-27T15:10:31,1.0,https://github.com/dltpdn/boston
hoyo-daily-logins-helper,200.0,https://github.com/atomicptr/hoyo-daily-logins-helper,https://github.com/atomicptr/hoyo-daily-logins-helper,2023-04-26T00:35:45,1.0,https://github.com/atomicptr/hoyo-daily-logins-helper
app02,200.0,https://github.com/near2sea/app02,https://github.com/near2sea/app02,2023-04-25T07:50:17,,
python-brickscout-api,200.0,https://github.com/alexanderlhsglobal/python-brickscout-api,https://github.com/alexanderlhsglobal/python-brickscout-api,2023-04-26T09:47:31,,
hkhklab,200.0,http://github.com/hyokwan/hkhklab,http://github.com/hyokwan/hkhklab,2023-04-25T07:02:44,,
python-switchbot-ble,200.0,https://github.com/carlsondev/python-switchbot-ble,,2023-04-27T07:11:26,1.0,https://github.com/carlsondev/python-switchbot-ble
sqrts,200.0,,https://pypi.org/project/SqrtS,2023-04-29T04:49:05,0.0,
gbx,200.0,https://github.com/gopherball/gbx,https://github.com/gopherball/gbx,2023-04-27T11:44:26,1.0,https://github.com/gopherball/gbx
chatweb,200.0,https://github.com/yuanjie-ai/llm4gpt,https://github.com/yuanjie-ai/llm4gpt,2023-04-25T01:26:28,,
odoo-addon-purchase-stock-tier-validation,200.0,https://github.com/OCA/purchase-workflow,https://github.com/OCA/purchase-workflow,2023-04-28T08:25:57,1.0,https://github.com/OCA/purchase-workflow
cpppackageanuja,200.0,https://github.com/my_username/my_package,https://github.com/my_username/my_package,2023-04-23T18:27:46,,
fileaccess,200.0,https://github.com/node0/Fileaccess,https://github.com/node0/Fileaccess,2023-04-26T23:24:11,1.0,https://github.com/node0/Fileaccess
ipyrust,200.0,https://github.com/lucafabbian/ipyrust,,2023-04-26T20:23:15,,
django-tenants-schemas,200.0,https://github.com/adambirds/django-tenants-schemas,https://github.com/adambirds/django-tenants-schemas,2023-04-26T23:12:39,1.0,https://github.com/adambirds/django-tenants-schemas
kmdouglass-udesigner,200.0,https://github.com/kmdouglass/micro-designer,https://github.com/kmdouglass/micro-designer,2023-04-28T07:24:08,1.0,https://github.com/kmdouglass/micro-designer
pip-package-template-docker,200.0,https://github.com/MichaelKim0407/pip-package-template-docker,https://github.com/MichaelKim0407/pip-package-template-docker,2023-04-23T22:45:37,1.0,https://github.com/MichaelKim0407/pip-package-template-docker
pyxui,200.0,https://github.com/staliox/pyxui,https://github.com/staliox/pyxui,2023-04-27T14:00:10,1.0,https://github.com/staliox/pyxui
makasuipatch,200.0,https://github.com/izhangxm/makasuipatch,,2023-04-28T08:55:02,1.0,https://github.com/izhangxm/makasuipatch
tpdk,200.0,,https://pypi.org/project/tpdk,2023-04-28T14:20:56,0.0,
pyhp3478a,200.0,https://github.com/Minu-IU3IRR/,https://github.com/Minu-IU3IRR/,2023-04-25T19:24:41,1.0,https://github.com/Minu-IU3IRR/
here-search-demo,200.0,https://github.com/heremaps/here-search-demo,https://here.com,2023-04-25T10:26:01,1.0,https://github.com/heremaps/here-search-demo
math-package-xgqfrms,200.0,https://github.com/xgqfrms/math_package_project/issues,,2023-04-26T19:20:51,0.0,
thatdslibrary,200.0,https://github.com/anhquan0412/that_ds_library,,2023-04-25T09:50:19,1.0,https://github.com/anhquan0412/that_ds_library
karcher-home,200.0,https://github.com/lafriks/python-karcher,https://github.com/lafriks/python-karcher,2023-04-26T13:55:05,1.0,https://github.com/lafriks/python-karcher
ptfit,200.0,,https://tfit.readthedocs.io/,2023-04-27T08:14:58,0.0,
odoo-addon-auth-saml-environment,200.0,https://github.com/OCA/server-env,https://github.com/OCA/server-env,2023-04-25T10:50:09,1.0,https://github.com/OCA/server-env
esppy,200.0,https://github.com/preethihiremath/esppy,https://github.com/preethihiremath/esppy,2023-04-26T07:07:12,,
netconf-tool,200.0,https://github.com/BSpendlove/netconf-tool,https://github.com/BSpendlove/netconf-tool,2023-04-28T22:33:42,1.0,https://github.com/BSpendlove/netconf-tool
payu-websdk,200.0,https://github.com/payu-india/web-sdk-python,https://github.com/payu-india/web-sdk-python,2023-04-25T08:53:14,1.0,https://github.com/payu-india/web-sdk-python
dustpylib,200.0,https://github.com/stammler/dustpylib/,https://github.com/stammler/dustpylib/,2023-04-27T17:55:25,0.0,
fds-sdk-openfactsetpartnersdocuments,200.0,https://github.com/FactSet/enterprise-sdk/tree/main/code/python/OpenFactSetPartnersDocuments/v2,https://github.com/FactSet/enterprise-sdk/tree/main/code/python/OpenFactSetPartnersDocuments/v2,2023-04-25T10:29:16,0.0,
loadingbar-py-diggs,200.0,https://github.com/VHollund/LoadingBar,,2023-04-25T12:01:19,1.0,https://github.com/VHollund/LoadingBar
llmwrite,200.0,https://github.com/otakumesi/llm-write,https://github.com/otakumesi/llm-write,2023-04-25T10:56:07,1.0,https://github.com/otakumesi/llm-write
datatable-faker,200.0,https://github.com/Agent-Hellboy/datatable-faker,https://github.com/Agent-Hellboy/datatable-faker,2023-04-25T13:59:40,1.0,https://github.com/Agent-Hellboy/datatable-faker
safe-exit,200.0,https://github.com/ZhangJianAo/safe-exit,https://github.com/ZhangJianAo/safe-exit,2023-04-26T03:16:52,1.0,https://github.com/ZhangJianAo/safe-exit
soundgraph,200.0,https://github.com/bappy-3/sound-graph,https://github.com/bappy-3/sound-graph,2023-04-27T19:16:52,,
python-regius,200.0,,https://jihulab.com/Sya/Regius/regius.git,2023-04-23T23:46:23,0.0,
timelessnesses-typed-env,200.0,https://github.com/timelessnesses/typed_env,https://github.com/timelessnesses/typed_env,2023-04-29T08:47:44,1.0,https://github.com/timelessnesses/typed_env
applying-cli,200.0,,https://www.google.com,2023-04-29T05:08:26,0.0,
deltatorch,200.0,https://github.com/mshtelma/deltatorch/,https://github.com/mshtelma/deltatorch/,2023-04-25T10:28:37,0.0,
pyuammd,200.0,https://github.com/PabloIbannez/pyUAMMD,https://github.com/PabloIbannez/pyUAMMD,2023-04-24T16:13:22,,
akirapyyaml,200.0,https://github.com/toshuomj,https://github.com/toshuomj,2023-04-26T21:57:19,0.0,
mdup,200.0,https://github.com/alexandru-dinu/mdup,https://github.com/alexandru-dinu/mdup,2023-04-29T08:20:52,1.0,https://github.com/alexandru-dinu/mdup
routescan,200.0,,https://git.iec.io/ai/routescan,2023-04-27T03:42:54,0.0,
kidronekit,200.0,https://github.com/kirinslab/kidronekit.git,https://github.com/kirinslab/kidronekit.git,2023-04-25T07:23:29,,
pytedea,200.0,https://github.com/advancehs/pytedea,https://github.com/advancehs/pytedea,2023-04-26T15:55:51,1.0,https://github.com/advancehs/pytedea
bw-graph-tools,200.0,https://github.com/brightway-lca/bw_graph_tools/issues,https://github.com/brightway-lca/bw_graph_tools,2023-04-25T19:10:40,1.0,https://github.com/brightway-lca/bw_graph_tools
i2c-autotest,200.0,https://github.com/,https://github.com/,2023-04-24T03:33:22,0.0,
vaspgibbs,200.0,https://github.com/ftherrien/VaspGibbs,https://github.com/ftherrien/VaspGibbs,2023-04-28T01:39:31,1.0,https://github.com/ftherrien/VaspGibbs
haystack-threshold-node,200.0,https://github.com/recrudesce/haystack_threshold_node,,2023-04-26T20:27:38,1.0,https://github.com/recrudesce/haystack_threshold_node
spayk,200.0,https://github.com/aggelen/Spayk,https://github.com/aggelen/Spayk,2023-04-27T11:54:51,1.0,https://github.com/aggelen/Spayk
skeetpy,200.0,https://github.com/nictuku/skeetpy,,2023-04-29T03:12:46,1.0,https://github.com/nictuku/skeetpy
git-notion-pretty,200.0,https://github.com/Harbor-Systems/git-notion,https://github.com/Harbor-Systems/git-notion,2023-04-24T15:01:21,1.0,https://github.com/Harbor-Systems/git-notion
camerahub-tagger,200.0,https://github.com/camerahub/tagger,https://camerahub.info/,2023-04-26T13:48:08,1.0,https://github.com/camerahub/tagger
jupyterlab-cell-status-extension,200.0,https://github.com/innovation_outside/jupyterlab_cell_status_extension,https://github.com/innovation_outside/jupyterlab_cell_status_extension,2023-04-24T14:14:42,,
voxx-cli,200.0,https://github.com/CyR1en/voxx-client-cli,https://github.com/CyR1en/voxx-client-cli,2023-04-29T08:34:39,,
pyfed-macos,200.0,https://github.com/amirrezasokhankhosh/PyFed,,2023-04-26T18:13:35,1.0,https://github.com/amirrezasokhankhosh/PyFed
doc-to-readme,200.0,https://github.com/ziselsberger/doc_to_readme,,2023-04-25T21:16:10,1.0,https://github.com/ziselsberger/doc_to_readme
ddesignerapi,200.0,https://github.com/DPI/TrainingAPI,https://github.com/DPI/TrainingAPI,2023-04-25T07:41:25,,
squashy,200.0,https://github.com/Minyall/squashy,https://github.com/Minyall/squashy,2023-04-27T20:27:22,1.0,https://github.com/Minyall/squashy
frontrunner-sdk,200.0,https://github.com/GetFrontrunner/frontrunner-sdk,https://github.com/GetFrontrunner/frontrunner-sdk,2023-04-25T18:54:06,1.0,https://github.com/GetFrontrunner/frontrunner-sdk
wagtail-photography,200.0,,https://averyuslaner.com/,2023-04-29T01:54:30,0.0,
huntflow-api-client,200.0,https://github.com/huntflow/huntflow-api-client-python,https://github.com/huntflow/huntflow-api-client-python,2023-04-27T14:11:54,1.0,https://github.com/huntflow/huntflow-api-client-python
k8s-audit-filter,200.0,https://github.com/petrishutin/k8s-audit-filter/issues,,2023-04-23T21:26:10,0.0,
deepfastvision,200.0,https://github.com/fabprezja/deep-fast-vision,https://github.com/fabprezja/deep-fast-vision,2023-04-26T08:38:47,1.0,https://github.com/fabprezja/deep-fast-vision
firebase-functions,200.0,https://github.com/firebase/firebase-functions-python,https://github.com/firebase/firebase-functions-python,2023-04-27T00:25:20,1.0,https://github.com/firebase/firebase-functions-python
wcmp,200.0,https://github.com/moshangsang24/wcmp,https://github.com/moshangsang24/wcmp,2023-04-25T12:52:30,1.0,https://github.com/moshangsang24/wcmp
socketwrapper,200.0,https://github.com/JarredTD/Socket_Wrapper,https://github.com/JarredTD/Socket_Wrapper,2023-04-24T16:32:01,1.0,https://github.com/JarredTD/Socket_Wrapper
porkbun-ddns,200.0,https://github.com/mietzen/porkbun-ddns,https://github.com/mietzen/porkbun-ddns,2023-04-23T10:41:40,1.0,https://github.com/mietzen/porkbun-ddns
biotrade,200.0,,https://gitlab.com/bioeconomy/forobs/biotrade/,2023-04-27T08:19:50,0.0,
sql2mermaid-cli,200.0,https://github.com/sattosan/sql2mermaid-cli,https://github.com/sattosan/sql2mermaid-cli,2023-04-28T05:37:45,1.0,https://github.com/sattosan/sql2mermaid-cli
teneva-bm,200.0,https://github.com/AndreiChertkov/teneva_bm,https://github.com/AndreiChertkov/teneva_bm,2023-04-26T18:38:53,1.0,https://github.com/AndreiChertkov/teneva_bm
chatllm,200.0,https://github.com/yuanjie-ai/ChatLLM,https://github.com/yuanjie-ai/ChatLLM,2023-04-25T02:49:39,1.0,https://github.com/yuanjie-ai/ChatLLM
coix,200.0,https://github.com/jax-ml/coix,,2023-04-26T01:16:36,1.0,https://github.com/jax-ml/coix
robotframework-robosapiens,200.0,https://github.com/imbus/robotframework-robosapiens,https://github.com/imbus/robotframework-robosapiens,2023-04-24T14:14:50,1.0,https://github.com/imbus/robotframework-robosapiens
no-tegridy,200.0,https://github.com/michaelvanstraten/no-tegridy,,2023-04-24T16:42:50,1.0,https://github.com/michaelvanstraten/no-tegridy
pydhcp3,200.0,https://github.com/imgurbot12/pydhcp,https://github.com/imgurbot12/pydhcp,2023-04-24T00:17:45,1.0,https://github.com/imgurbot12/pydhcp
cdk-cloudformation-unxpose-iam-integration-module,200.0,https://github.com/cdklabs/cdk-cloudformation.git,https://github.com/cdklabs/cdk-cloudformation.git,2023-04-24T06:15:26,,
paayes,200.0,https://github.com/paayes/paayes-python,https://github.com/paayes/paayes-python,2023-04-28T19:22:16,1.0,https://github.com/paayes/paayes-python
affinitic-smartweb,200.0,,http://git.affinitic.be/affinitic-addons/affinitic.smartweb,2023-04-25T09:07:53,0.0,
fullapp,200.0,https://github.com/grumBit/fullapp,,2023-04-29T06:40:56,,
visiongraph-ui,200.0,https://github.com/cansik/visiongraph-ui,https://github.com/cansik/visiongraph-ui,2023-04-28T10:43:23,,
flet-multi-page,200.0,https://github.com/SKbarbon/flet_multi_page,https://github.com/SKbarbon/flet_multi_page,2023-04-27T12:08:04,1.0,https://github.com/SKbarbon/flet_multi_page
aiha,200.0,https://github.com/chainyo/aiha,https://github.com/chainyo/aiha,2023-04-24T08:59:02,1.0,https://github.com/chainyo/aiha
odoo-addon-purchase-invoice-method,200.0,https://github.com/OCA/purchase-workflow,https://github.com/OCA/purchase-workflow,2023-04-24T11:00:22,1.0,https://github.com/OCA/purchase-workflow
ditchcarbon-python,200.0,https://github.com/ditchthis/ditchcarbon-python,,2023-04-23T22:25:23,1.0,https://github.com/ditchthis/ditchcarbon-python
generic-path,200.0,https://github.com/yushiyangk/GPath/issues,,2023-04-28T01:22:04,0.0,
web3-auto,200.0,https://github.com/ZarKane111/web3_auto,https://github.com/ZarKane111/web3_auto,2023-04-24T13:35:50,,
sharetop,200.0,https://github.com/nrliangxy/sharetop,https://github.com/nrliangxy/sharetop,2023-04-28T01:46:23,1.0,https://github.com/nrliangxy/sharetop
coppyr,200.0,https://github.com/gshulegaard/coppyr,https://github.com/gshulegaard/coppyr,2023-04-25T15:30:25,1.0,https://github.com/gshulegaard/coppyr
pixelfuse,200.0,https://github.com/TheTS-labs/PixelFuse,https://github.com/TheTS-labs/PixelFuse,2023-04-25T10:56:48,1.0,https://github.com/TheTS-labs/PixelFuse
ofa2,200.0,https://github.com/ito-rafael/once-for-all-2,https://github.com/ito-rafael/once-for-all-2,2023-04-28T21:05:41,1.0,https://github.com/ito-rafael/once-for-all-2
boat-fib-py,200.0,https://github.com/zhongjunhang/boat-fib-py,https://github.com/zhongjunhang/boat-fib-py,2023-04-29T09:10:06,1.0,https://github.com/zhongjunhang/boat-fib-py
odoo-addon-l10n-de-holidays,200.0,https://github.com/OCA/l10n-germany,https://github.com/OCA/l10n-germany,2023-04-24T12:35:43,1.0,https://github.com/OCA/l10n-germany
geocalc,200.0,https://github.com/gameticharles/geocalc,,2023-04-26T15:11:36,,
cvisp,200.0,https://github.com/HuiiJi,https://github.com/HuiiJi,2023-04-24T07:10:33,0.0,
autoapi-django,200.0,https://github.com/romanukov/autoapi/,,2023-04-29T09:35:08,0.0,
scraper-toolkit-pggm,200.0,https://github.com/PGGM-Innovatie/scraper-toolkit-pggm,https://github.com/PGGM-Innovatie/scraper-toolkit-pggm,2023-04-26T14:15:16,,
jija-sqlalchemy,200.0,,https://gitlab.com/by_dezz/jija-sqlalchemy,2023-04-23T10:02:27,0.0,
acnawebcli,200.0,https://github.com/acnaweb/cli-tools,https://github.com/acnaweb/cli-tools,2023-04-27T02:23:21,1.0,https://github.com/acnaweb/cli-tools
mmedit-egg,200.0,https://github.com/kotko/bravado-decorators,https://github.com/kotko/bravado-decorators,2023-04-23T16:50:26,,
stockly-python-common,200.0,,https://gitlab.com/vzinjuvadia/stockly-python,2023-04-28T06:26:53,0.0,
acmen,200.0,https://github.com/CBPJ/AcmeN,,2023-04-25T09:50:45,1.0,https://github.com/CBPJ/AcmeN
splittr,200.0,https://github.com/franceme/splittr,https://github.com/franceme/splittr,2023-04-28T17:16:15,,
gis-conflation-toolchain,200.0,https://github.com/fititnt/spatial-data-conflation-open-toolchain,https://github.com/fititnt/spatial-data-conflation-open-toolchain,2023-04-28T11:19:02,1.0,https://github.com/fititnt/spatial-data-conflation-open-toolchain
methodism,200.0,https://github.com/xudikk/Methodism,https://github.com/xudoyberdi123/Methodism,2023-04-27T08:19:36,1.0,https://github.com/xudikk/Methodism
biobot,200.0,https://github.com/seii-saintway/biobot/tree/master/,https://github.com/seii-saintway/biobot/tree/master/,2023-04-27T05:30:10,0.0,
durabletask,200.0,https://github.com/microsoft/durabletask-python,https://github.com/microsoft/durabletask-python,2023-04-28T18:31:33,1.0,https://github.com/microsoft/durabletask-python
autora-synthetic-data,200.0,https://github.com/AutoResearch/autora-theorist-template,,2023-04-28T20:50:26,,
pytest-patch,200.0,https://github.com/megawidget/pytest-patch,https://github.com/megawidget/pytest-patch,2023-04-26T00:01:13,1.0,https://github.com/megawidget/pytest-patch
pydefillama,200.0,https://github.com/Artemis-xyz/DefiLlama-Python-Client,https://github.com/Artemis-xyz/DefiLlama-Python-Client,2023-04-25T14:47:44,,
aquasec-cli,200.0,https://github.com/atav928/aquasec-cli,,2023-04-25T18:56:43,1.0,https://github.com/atav928/aquasec-cli
odoo-addon-hr-attendance-calendar-view,200.0,https://github.com/OCA/hr-attendance,https://github.com/OCA/hr-attendance,2023-04-27T18:11:46,1.0,https://github.com/OCA/hr-attendance
which-plates,200.0,https://github.com/iandday/whichPlates,https://github.com/iandday/whichPlates,2023-04-29T00:39:12,1.0,https://github.com/iandday/whichPlates
pinstall,200.0,https://github.com/bulletmark/pinstall,https://github.com/bulletmark/pinstall,2023-04-24T03:13:18,1.0,https://github.com/bulletmark/pinstall
odoo14-addon-stock-location-orderpoint-source-relocate,200.0,https://github.com/OCA/stock-logistics-warehouse,https://github.com/OCA/stock-logistics-warehouse,2023-04-25T11:32:32,1.0,https://github.com/OCA/stock-logistics-warehouse
odoo-addon-server-environment-files-sample,200.0,https://github.com/OCA/server-env,https://github.com/OCA/server-env,2023-04-29T07:38:02,1.0,https://github.com/OCA/server-env
skylab,200.0,https://github.com/SerhiiStets/skylab,https://github.com/SerhiiStets/skylab,2023-04-23T21:27:15,1.0,https://github.com/SerhiiStets/skylab
nlvwxpython,200.0,https://github.com/nielathome/Phoenix,http://wxPython.org/,2023-04-27T20:40:31,1.0,https://github.com/nielathome/Phoenix
squad-foundries-plugins,200.0,https://github.com/foundries/squadplugins,https://github.com/foundries/squadplugins,2023-04-24T11:12:16,,
brucelee,200.0,https://github.com/smjkzsl/brucelee,https://github.com/smjkzsl/brucelee,2023-04-28T11:41:59,,
python3-capsolver,200.0,https://github.com/AndreiDrang/python3-captchaai,https://andreidrang.github.io/python3-capsolver/,2023-04-28T16:38:44,,
stubborn,200.0,https://github.com/cool-RR/stubborn,https://github.com/cool-RR/stubborn,2023-04-23T20:17:22,1.0,https://github.com/cool-RR/stubborn
explainability-challenges,200.0,https://github.com/inkyubeytor/explainability-challenges,,2023-04-26T22:41:39,1.0,https://github.com/inkyubeytor/explainability-challenges
darkdetect-angr,200.0,http://github.com/zwimer/darkdetect,,2023-04-25T22:24:08,,
newcode-utils,200.0,https://github.com/New-Code-S-A-S/newcode_utils,https://github.com/New-Code-S-A-S/newcode_utils,2023-04-25T05:43:46,,
wikiseriessjoerdlib,200.0,https://github.com/sjoerdvdbos/wikiseriessjoerdlib,https://github.com/sjoerdvdbos/wikiseriessjoerdlib,2023-04-26T14:14:35,1.0,https://github.com/sjoerdvdbos/wikiseriessjoerdlib
super-duper-waddle,200.0,https://github.com/entelecheia/super-duper-waddle,https://entelecheia.github.io/super-duper-waddle,2023-04-27T05:58:17,1.0,https://github.com/entelecheia/super-duper-waddle
easy-ernie,200.0,https://github.com/XiaoXinYo/Easy-Ernie,https://github.com/XiaoXinYo/Easy-Ernie,2023-04-26T08:46:46,1.0,https://github.com/XiaoXinYo/Easy-Ernie
cvisp-demo,200.0,https://github.com/HuiiJi,https://github.com/HuiiJi,2023-04-24T07:08:35,0.0,
digitalassistant,200.0,https://github.com/shubhvjain/ant,,2023-04-28T08:43:33,1.0,https://github.com/shubhvjain/ant
chatexcel,200.0,https://github.com/yuanjie-ai/llm4gpt,https://github.com/yuanjie-ai/llm4gpt,2023-04-25T01:28:32,,
anydoc,200.0,https://github.com/alvarobartt/anydoc,,2023-04-27T10:13:48,,
llt-mypackage,200.0,,https://gitee.com/liulitao/pythontest.git,2023-04-23T14:34:37,0.0,
marsilea,200.0,https://github.com/marsilea/marsilea,,2023-04-26T03:09:00,,
zendron,200.0,https://github.com/Mjvolk3/Zendron,,2023-04-26T10:25:47,1.0,https://github.com/Mjvolk3/Zendron
crossmark-jotform-api,200.0,https://github.com/mirkan1/crossmark-jotform-api,,2023-04-25T02:06:12,1.0,https://github.com/mirkan1/crossmark-jotform-api
vnkdj5-utils,200.0,https://github.com/vnkdj5/packages-tests,https://github.com/vnkdj5/packages-tests,2023-04-23T18:28:16,1.0,https://github.com/vnkdj5/packages-tests
mpxl2csv,200.0,https://github.com/hariya99/mpxl2csv,https://github.com/hariya99/mpxl2csv,2023-04-27T19:05:11,1.0,https://github.com/hariya99/mpxl2csv
pyram-mogus,200.0,https://github.com/pypa/sampleproject,,2023-04-23T15:04:08,1.0,https://github.com/pypa/sampleproject
xsocs,200.0,,https://gitlab.esrf.fr/kmap/xsocs,2023-04-27T08:01:16,0.0,
xpi2pkgbuild,200.0,https://github.com/perigoso/xpi2pkgbuild,,2023-04-27T17:31:16,1.0,https://github.com/perigoso/xpi2pkgbuild
goggle0,200.0,https://github.com/siwon12/goggle0,https://siwon12.github.io/goggle0,2023-04-27T05:59:39,1.0,https://github.com/siwon12/goggle0
